Commit,Date,related,PR/Issue,Root Cause,Impact,Fixing pattern,Fixing element
https://github.com/pytorch/pytorch/commit/faa7eb81c634492b70fcc0327622bb0aa812cacd,2023-05-24 4:36:43,2,,,,,
https://github.com/pytorch/pytorch/commit/6e0c741105b4022fc7c3f8c2919aad9f971beb62,2023-05-23 14:17:54,2,,,,,
https://github.com/pytorch/pytorch/commit/51ff408f77bf7363cb0b049c062ee2db78e3d67b,2023-05-23 12:41:58,2,,,,,
https://github.com/pytorch/pytorch/commit/bdb3fb49bc7a73cbcc5c865dda8be32888deb584,2023-05-22 14:37:05,2,,,,,
https://github.com/pytorch/pytorch/commit/f0f0f709046123340f28c5d3c7f661b53bd88276,2023-05-17 20:47:53,2,,,,,
https://github.com/pytorch/pytorch/commit/6f8a71aa3d7138dd292e2bf3055b74a964c09d1d,2023-05-15 23:55:36,2,,,,,
https://github.com/pytorch/pytorch/commit/59a3759d9787091e75d939de603981a6d32505c8,2023-05-15 18:47:41,2,,,,,
https://github.com/pytorch/pytorch/commit/176dabf88cb22e92df0aefebc667780735649d65,2023-05-10 18:14:03,2,,,,,
https://github.com/pytorch/pytorch/commit/08ef92e711849cc8e449f96d10214562d2e3f4f7,2023-05-10 16:17:31,2,,,,,
https://github.com/pytorch/pytorch/commit/858657090b81929891eb021eb06b69c5d878dcdf,2023-05-09 14:42:42,2,,,,,
https://github.com/pytorch/pytorch/commit/bde7b81f34925491fbcbb9e355697eb594e36923,2023-05-08 17:56:44,2,,,,,
https://github.com/pytorch/pytorch/commit/fb69aa15921895a21fe8bd9b1b7807f3d4c1cbe3,2023-05-08 17:19:00,2,,,,,
https://github.com/pytorch/pytorch/commit/ccd060abd857dc6af9fdbf8a97cb329fbd8201df,2023-05-08 14:28:29,2,,,,,
https://github.com/pytorch/pytorch/commit/db5430fd25c88873b673b4885aa702993830a5a7,2023-05-05 19:14:39,2,,,,,
https://github.com/pytorch/pytorch/commit/63f2f9fb0d0b7560a18117987b89c286b8f6b994,2023-05-05 1:45:48,2,,,,,
https://github.com/pytorch/pytorch/commit/97245a06e14a5b87a0bca1908d7200603aff2c8c,2023-05-04 11:06:27,2,,,,,
https://github.com/pytorch/pytorch/commit/fd841763e1f8989046a6baef2c9a4f3ea5f607eb,2023-05-03 20:45:15,2,,,,,
https://github.com/pytorch/pytorch/commit/1a6f613b8f264df5c62bb2933101b4b46eba51b9,2023-05-03 19:47:06,2,,,,,
https://github.com/pytorch/pytorch/commit/794e3971ab90611b4a63166589368a737843c8bc,2023-05-02 14:50:31,2,,,,,
https://github.com/pytorch/pytorch/commit/7684044b713761abd4f51225dc5d83ce5869562a,2023-04-28 20:26:35,2,,,,,
https://github.com/pytorch/pytorch/commit/c4bed869d16e9e0b761b82dda9130cfc14479141,2023-04-28 14:49:18,2,,,,,
https://github.com/pytorch/pytorch/commit/477ca1789c5eaa915a46134863fb6130c8980b6b,2023-04-27 17:33:27,2,,,,,
https://github.com/pytorch/pytorch/commit/089b085c32dc3ddc486d46466c84bb2c66c01ed7,2023-04-27 14:07:28,2,,,,,
https://github.com/pytorch/pytorch/commit/be8c7c06b6d74c168d358b3887db26b82e83e421,2023-04-26 20:54:21,2,,,,,
https://github.com/pytorch/pytorch/commit/3a630d9e3a67650f7c091ade520a69dfe318390c,2023-04-25 16:35:46,2,,,,,
https://github.com/pytorch/pytorch/commit/3afa60bf0f849dd61c49b66a937bb214bcd98f38,2023-04-25 10:31:49,2,,,,,
https://github.com/pytorch/pytorch/commit/ca24a96216275e7a39ece811bb5f0390ae6a00c1,2023-04-24 18:50:02,2,,,,,
https://github.com/pytorch/pytorch/commit/363d5300356e17e7e9eb92381a4cf8a932fca3e0,2023-04-21 18:49:50,2,,,,,
https://github.com/pytorch/pytorch/commit/8ee59280d78a4fefc4de0da04b287e067c28de0d,2023-04-21 2:40:09,2,,,,,
https://github.com/pytorch/pytorch/commit/2b49a7330b520f4c5ef5b0827e9ecd3cb4a12e6d,2023-04-18 18:58:50,2,,,,,
https://github.com/pytorch/pytorch/commit/a6a90eaf283d725538e124c64a3b95f7bc211066,2023-04-17 16:47:25,2,,,,,
https://github.com/pytorch/pytorch/commit/cdab6c8df9ff9331126f69ea59c23f06109f03d7,2023-04-17 12:37:16,2,,,,,
https://github.com/pytorch/pytorch/commit/ae55619a2bb73ebcdc80b02a6ccd72275a9ce23e,2023-04-14 12:57:35,2,,,,,
https://github.com/pytorch/pytorch/commit/0ff3059ad087ae7e6b306db82694a0ffb430de2e,2023-04-13 2:57:01,2,,,,,
https://github.com/pytorch/pytorch/commit/a8f5d72edfdb4bf792f294f844600c0884752ca9,2023-04-12 19:39:37,2,,,,,
https://github.com/pytorch/pytorch/commit/ac5025cdad9fdb7f7ce58987b6cc0965d95b91dc,2023-04-11 21:12:37,2,,,,,
https://github.com/pytorch/pytorch/commit/97a756f57d615aefd82133a5bcacf57e4fe7af62,2023-04-11 10:57:15,2,,,,,
https://github.com/pytorch/pytorch/commit/6145964ec9a556bc8bfd9a41024fed5501b9c5b6,2023-04-11 7:37:29,2,,,,,
https://github.com/pytorch/pytorch/commit/b663f7e8871da1543bf342ecbdaab0fc0e5a7d1e,2023-04-10 14:34:13,2,,,,,
https://github.com/pytorch/pytorch/commit/a3701b674046bcefb5927a6643364b186f77dbcf,2023-04-10 11:56:38,2,,,,,
https://github.com/pytorch/pytorch/commit/584a7ef35ce5a498216d2abdc07e1fbad4c0a8fe,2023-04-08 1:09:25,2,,,,,
https://github.com/pytorch/pytorch/commit/5210d7c4233f115d57a09cfe7d96c2a32a057f7c,2023-04-07 15:33:20,2,,,,,
https://github.com/pytorch/pytorch/commit/79e14f8fd66ebbf6937b14b14ceb04866482884d,2023-04-07 11:39:38,2,,,,,
https://github.com/pytorch/pytorch/commit/bb4174d2a37788ae5d0c4487c8ae71652ae3ba42,2023-04-05 19:10:46,2,,,,,
https://github.com/pytorch/pytorch/commit/c9b1e09958c2b914659aa6b33a76b0e53bd94431,2023-04-05 17:06:49,2,,,,,
https://github.com/pytorch/pytorch/commit/526b564fa097b3114d48ed9135c61e3fdb0b0e2c,2023-04-05 8:06:03,2,,,,,
https://github.com/pytorch/pytorch/commit/bd6db542853ac2eebe570f5c7179171f8a59a7af,2023-04-04 17:55:23,2,,,,,
https://github.com/pytorch/pytorch/commit/f386312ec936a94bfb1abe44acdd61d498f4272b,2023-04-03 20:59:52,2,,,,,
https://github.com/pytorch/pytorch/commit/2ab18a23e1c5ef9a5a0b2da82fc5eaeda969ea9f,2023-04-02 2:42:09,2,,,,,
https://github.com/pytorch/pytorch/commit/347c67d4a22b1feb5d2321da0e0f21112a39dc89,2023-04-02 0:02:37,2,,,,,
https://github.com/pytorch/pytorch/commit/35090b869d38d123dc520b65b54cd9d0747e6e30,2023-03-30 14:58:14,2,,,,,
https://github.com/pytorch/pytorch/commit/35be57970143236d74661f2415d66d496aab5476,2023-03-29 19:08:03,2,,,,,
https://github.com/pytorch/pytorch/commit/d8cc8ffebcf9d93e728734e879685264aa2d22c0,2023-03-28 13:39:23,2,,,,,
https://github.com/pytorch/pytorch/commit/bbc7c79b20e67da450dd9b7de70cc6b68e656714,2023-03-27 14:57:27,2,,,,,
https://github.com/pytorch/pytorch/commit/3b1b585a59925b6c5f63ac9c8f9fcabe1a76b752,2023-03-25 4:24:57,2,,,,,
https://github.com/pytorch/pytorch/commit/a1edf5f63c62d88230d1f7feb26edb059551ae71,2023-03-22 19:26:00,2,,,,,
https://github.com/pytorch/pytorch/commit/4ab1588d9919bc1a62219a5c2393e0784ddaae70,2023-03-22 4:42:48,2,,,,,
https://github.com/pytorch/pytorch/commit/c5d7ed94234d267ae168973d03b1a07326bf422c,2023-03-22 0:25:44,2,,,,,
https://github.com/pytorch/pytorch/commit/0a2b527abefa49884b2649f43cee8d93fbc43d07,2023-03-21 12:56:47,2,,,,,
https://github.com/pytorch/pytorch/commit/45296f87ec865a7a500a6fd98353035c040d0cb7,2023-03-20 23:19:31,2,,,,,
https://github.com/pytorch/pytorch/commit/c8030b5406f5033efa06e6499e3e38dfbe7d356c,2023-03-19 17:48:01,2,,,,,
https://github.com/pytorch/pytorch/commit/c1214ce5c26fce541a920bdf9917c9ca9f63ecb0,2023-03-18 16:30:07,2,,,,,
https://github.com/pytorch/pytorch/commit/95575f0a5fc03c05e184ece6f88384cd14242900,2023-03-17 11:52:19,2,,,,,
https://github.com/pytorch/pytorch/commit/cf732053e4f6b93b0a93006613552cd97f415b80,2023-03-16 22:01:43,2,,,,,
https://github.com/pytorch/pytorch/commit/397fb2762ef018684f2223fda6a8e64922b77649,2023-03-16 12:40:38,2,,,,,
https://github.com/pytorch/pytorch/commit/93f7996995321c16153873ec19bf093c67b37ce7,2023-03-15 2:43:18,2,,,,,
https://github.com/pytorch/pytorch/commit/0da89664cc21b14b84c5d438d358278699f8a51e,2023-03-14 19:25:55,2,,,,,
https://github.com/pytorch/pytorch/commit/c69b3b8d4f484cf537d98974a3a4143b77edf3c8,2023-03-13 16:04:12,2,,,,,
https://github.com/pytorch/pytorch/commit/c3614c7a61bbd792bd11b31341aed9953b0e3a83,2023-03-10 22:16:56,2,,,,,
https://github.com/pytorch/pytorch/commit/d05f2ae476c90d20f3a729a24e7c99689971907b,2023-03-10 16:47:20,2,,,,,
https://github.com/pytorch/pytorch/commit/8921b222975266917286da7a245bd717365d9d96,2023-03-08 16:04:30,2,,,,,
https://github.com/pytorch/pytorch/commit/3623cfb79095b1a3b6b41b9a5edea278d0a619ef,2023-03-07 20:08:54,2,,,,,
https://github.com/pytorch/pytorch/commit/32eb3ab7e8209452f47e14b5e88721a6f4212c1a,2023-03-07 15:58:56,2,,,,,
https://github.com/pytorch/pytorch/commit/a5aceba61fc290236af955e2c4fff4513476c9ff,2023-03-07 14:16:27,2,,,,,
https://github.com/pytorch/pytorch/commit/18d6ce9622b4d569459ed0474bbf36d608adf596,2023-03-06 8:37:30,2,,,,,
https://github.com/pytorch/pytorch/commit/1359d16fe8ca0cb7041674c455f2f99a9636fec0,2023-03-05 9:53:02,2,,,,,
https://github.com/pytorch/pytorch/commit/3bb76e6ced8cb9bd4483cca696fe547e63496feb,2023-03-03 1:50:28,2,,,,,
https://github.com/pytorch/pytorch/commit/c22e7c7bf3edfec825ae8505582b43d91d36c8f3,2023-03-02 21:03:14,2,,,,,
https://github.com/pytorch/pytorch/commit/7bdfdbbd5fe64e048f3e603b8b5ded700ed4d97a,2023-03-02 2:11:48,2,,,,,
https://github.com/pytorch/pytorch/commit/7901f2d1560bb858f62fc8c28ff5672dd8d53914,2023-03-01 12:25:11,2,,,,,
https://github.com/pytorch/pytorch/commit/ea367347c0d03f75251a793c72874b7207504af3,2023-02-27 12:45:41,2,,,,,
https://github.com/pytorch/pytorch/commit/a33d8133a52c7453958b70facc40bd7448d5d88d,2023-02-24 21:23:40,2,,,,,
https://github.com/pytorch/pytorch/commit/ca59b2d3755d6fa1f11144bfa0a5e7d41ce43e6a,2023-02-24 17:40:28,2,,,,,
https://github.com/pytorch/pytorch/commit/a257486bdde9d580d553f76de39f0291f5f77ba7,2023-02-22 19:45:44,2,,,,,
https://github.com/pytorch/pytorch/commit/3ebab9aeffa30a22c52b27c9843d49a9297b7cd6,2023-02-22 19:15:29,2,,,,,
https://github.com/pytorch/pytorch/commit/cbac56e2445e6e9fea906d28889b47595b2611c0,2023-02-22 17:33:58,2,,,,,
https://github.com/pytorch/pytorch/commit/c6d8d10b3e974019dae7ec91a85c6192c6d511fa,2023-02-21 9:09:47,2,,,,,
https://github.com/pytorch/pytorch/commit/7c44823a4e0506b2eb7f1aa667ba939ba9d56969,2023-02-14 18:23:26,2,,,,,
https://github.com/pytorch/pytorch/commit/a6a433aecd0da3ac3c8d49cb36091623f1b5ec9e,2023-02-13 16:00:00,2,,,,,
https://github.com/pytorch/pytorch/commit/45edf9a2eaedb07a8fce292635e164ab9be0f5ac,2023-02-10 18:29:55,2,,,,,
https://github.com/pytorch/pytorch/commit/4e1bd4abe7691f460cb021e5b314168caa42ef92,2023-02-09 10:22:02,2,,,,,
https://github.com/pytorch/pytorch/commit/f65a2064337ca9d27071e0016bb6c1559d6f6550,2023-02-08 11:51:07,2,,,,,
https://github.com/pytorch/pytorch/commit/513b5da3573ffb542ac056dbc6142780a6fb43a5,2023-02-07 7:43:12,2,,,,,
https://github.com/pytorch/pytorch/commit/579ae64d81b7c14313804ca82716dc52f07ce18a,2023-02-07 0:45:57,2,,,,,
https://github.com/pytorch/pytorch/commit/05397b12505f4fd1bc98af562e103f4162993c1a,2023-02-06 13:44:41,2,,,,,
https://github.com/pytorch/pytorch/commit/d9870d70c12dc59b0f8bce288910422bcb60b044,2023-02-03 14:45:46,2,,,,,
https://github.com/pytorch/pytorch/commit/f77f88fbc7511b405c4e493bdd74634b633f63d1,2023-02-01 3:12:39,2,,,,,
https://github.com/pytorch/pytorch/commit/46c05a7ae37c464cb453b2c1dc77237ba88aaac2,2023-01-31 12:29:16,2,,,,,
https://github.com/pytorch/pytorch/commit/d72db37c4a6513c0f67f6f69870c9c45bf4880e6,2023-01-31 11:45:32,2,,,,,
https://github.com/pytorch/pytorch/commit/a0ca9dc8cafb057d3f2bca167f3a233a55f99f75,2023-01-27 17:45:21,2,,,,,
https://github.com/pytorch/pytorch/commit/63e47c68a692c70bc64c49d687f85f7f5cd02ce3,2023-01-25 15:36:44,2,,,,,
https://github.com/pytorch/pytorch/commit/8f294f785f7d1651760b2ececab5fefa7ddb8650,2023-01-23 12:40:50,2,,,,,
https://github.com/pytorch/pytorch/commit/e6a8267cf54af30e33de1ef22625e972afbf03ff,2023-01-20 22:22:12,2,,,,,
https://github.com/pytorch/pytorch/commit/bdbd3ed312e0fc81e75302239ea78b3445fe95e7,2023-01-18 19:59:33,2,,,,,
https://github.com/pytorch/pytorch/commit/5fdddbbfe8ef17b2c81ed34a48f3b963944aa4c3,2023-01-18 18:08:36,2,,,,,
https://github.com/pytorch/pytorch/commit/40d6f2a02027023216607adb892d3b9c7493904c,2023-01-17 18:14:21,2,,,,,
https://github.com/pytorch/pytorch/commit/75c652821c3357127a4fe35ccc101077a6562015,2023-01-06 19:51:55,2,,,,,
https://github.com/pytorch/pytorch/commit/aab55d6d0d7b958e32cfdbb69794e107cfceb6bc,2023-01-05 18:58:45,2,,,,,
https://github.com/pytorch/pytorch/commit/6bf0e3b697ce688bc8325440dea3b51fea571c3d,2023-01-03 17:38:29,2,,,,,
https://github.com/pytorch/pytorch/commit/0745242ca57ad8042e75ec455b94e6b9e3e2e9f8,2022-12-23 12:22:49,2,,,,,
https://github.com/pytorch/pytorch/commit/7e9bf2ed860b8b60d252eead4cc457c3fe5f1667,2022-12-19 18:43:28,2,,,,,
https://github.com/pytorch/pytorch/commit/ce4900f3bb64da2b5bced9106d26c44363189155,2022-12-19 1:04:44,2,,,,,
https://github.com/pytorch/pytorch/commit/9d8fa78d2c375bd3236e8263f9de2637998c7388,2022-12-16 12:28:02,2,,,,,
https://github.com/pytorch/pytorch/commit/06533a2eb7caa2b150af53f4a768ef22069c9506,2022-12-16 6:54:02,2,,,,,
https://github.com/pytorch/pytorch/commit/0a4e4de525a176d61a4aa434e2f5556731d751f2,2022-12-13 15:27:35,2,,,,,
https://github.com/pytorch/pytorch/commit/26d1dbc4f85be7c5dc03c865e9bc092d83f7f2f0,2022-12-06 23:50:11,2,,,,,
https://github.com/pytorch/pytorch/commit/9e314bd8224f93b4ba1f9e4c065150e47a2de2cc,2022-12-06 13:17:20,2,,,,,
https://github.com/pytorch/pytorch/commit/2597d5d72272d196b4cb5442ffc8cde376d1f785,2022-12-05 22:07:53,2,,,,,
https://github.com/pytorch/pytorch/commit/cb68dcbd6b41aec68bf590d709b6c9d3c7dd7162,2022-12-05 19:47:17,2,,,,,
https://github.com/pytorch/pytorch/commit/39937b84cde4fe8d141b3d1cb1b7033ffb36ceb7,2022-12-01 21:40:27,2,,,,,
https://github.com/pytorch/pytorch/commit/6f5945e4bb1258d39a2878a08a910fcc8f659d5e,2022-12-01 17:01:41,2,,,,,
https://github.com/pytorch/pytorch/commit/cdf4087597d112694df9ddd064edb396b8c60624,2022-11-28 15:08:37,2,,,,,
https://github.com/pytorch/pytorch/commit/128faf2b69f62b55d3ae1b4cb3e24ec594af0009,2022-11-23 13:27:41,2,,,,,
https://github.com/pytorch/pytorch/commit/5b51ca6808191e9f3dcea1d43fa731488cc688bb,2022-11-22 22:07:22,2,,,,,
https://github.com/pytorch/pytorch/commit/c09929659ce8ba2f1b7b2f6e50084ccbf854d44b,2022-11-20 14:47:25,2,,,,,
https://github.com/pytorch/pytorch/commit/3d8a853a87515a5e29e384396ff8769f4ee2f946,2022-11-17 18:06:41,2,,,,,
https://github.com/pytorch/pytorch/commit/e856a4d66bead8997a83f8714547c09fcbcdc263,2022-11-17 15:10:52,2,,,,,
https://github.com/pytorch/pytorch/commit/cd81a700ecfb84a039257896af7b8398435b089e,2022-11-17 11:43:16,2,,,,,
https://github.com/pytorch/pytorch/commit/d8466964b348b6172317f70b8e52de02402bad54,2022-11-15 15:35:51,2,,,,,
https://github.com/pytorch/pytorch/commit/8c46a5de3a2e72c5ffbb714fa4e2d44fc2e59951,2022-11-15 4:49:54,2,,,,,
https://github.com/pytorch/pytorch/commit/7a37bbed15321fa121f628053ee3c93d516700f5,2022-11-14 19:55:07,2,,,,,
https://github.com/pytorch/pytorch/commit/ee91c328da5739ce03b3127cd7c542ce505212b8,2022-11-11 7:19:31,2,,,,,
https://github.com/pytorch/pytorch/commit/9d09968bbe05fc6d7d7c3d8b1acfbe1b1b1413a8,2022-11-10 22:34:57,2,,,,,
https://github.com/pytorch/pytorch/commit/1ae772a663f772171f0c5d6d7d311792f331206a,2022-11-10 16:12:20,2,,,,,
https://github.com/pytorch/pytorch/commit/3e6579b8f66b62462b98066bc6d98ed8046d38da,2022-11-04 16:34:23,2,,,,,
https://github.com/pytorch/pytorch/commit/ca2dc8b4e7ee36c3d305642490f482505ff6ad37,2022-11-02 19:02:08,2,,,,,
https://github.com/pytorch/pytorch/commit/20e16c013fafe0f76d565434632b744300af05ea,2022-10-29 0:20:57,2,,,,,
https://github.com/pytorch/pytorch/commit/5dbd80a605c5c0f12a57de464e9f89f55e6f8f97,2022-10-26 20:18:19,2,,,,,
https://github.com/pytorch/pytorch/commit/fbe256cb1e5d08ca3ef6140b048a87105c287dc3,2022-10-24 16:21:16,2,,,,,
https://github.com/pytorch/pytorch/commit/100beb20999a54152557ae7875433e1558f0541a,2022-10-21 14:15:40,2,,,,,
https://github.com/pytorch/pytorch/commit/b90db4a78f8d760377a81a5a64d03ab4b67599de,2022-10-20 1:05:56,2,,,,,
https://github.com/pytorch/pytorch/commit/232fbd90ff6d93362120d955befeeb297179ddad,2022-10-19 3:13:38,2,,,,,
https://github.com/pytorch/pytorch/commit/c471c29fdccc3fe48a78083c638a4a88559488b4,2022-10-18 22:16:31,2,,,,,
https://github.com/pytorch/pytorch/commit/4fd98dfe69287914fd29b38fbccaf7ac4d7261ee,2022-10-17 17:55:14,2,,,,,
https://github.com/pytorch/pytorch/commit/4839f73f329b38819e6f69a8662d61dc36558e52,2022-10-13 13:54:28,2,,,,,
https://github.com/pytorch/pytorch/commit/25811663af2f7ddf6623b28807697268eb2167ab,2022-10-13 12:48:24,2,,,,,
https://github.com/pytorch/pytorch/commit/5ffe24fca43b05216d55fa73a7d2629248315a30,2022-10-11 16:16:56,2,,,,,
https://github.com/pytorch/pytorch/commit/4a5fdc56ec692fe5e39b8f5d2da6be16434c5a02,2022-10-10 10:27:18,2,,,,,
https://github.com/pytorch/pytorch/commit/a2419638373071c74692c9fe5996c69ef509f581,2022-10-06 20:10:27,2,,,,,
https://github.com/pytorch/pytorch/commit/7c5e07f87ba0443ada94bf849ed3cceb9a2f31a2,2022-10-06 17:36:15,2,,,,,
https://github.com/pytorch/pytorch/commit/248796987e45e565daa2515dffeb8c187650bf72,2022-10-04 18:37:22,2,,,,,
https://github.com/pytorch/pytorch/commit/8da704cdb7f68bfa09516e7be17f004b98c48eb3,2022-10-04 15:01:48,2,,,,,
https://github.com/pytorch/pytorch/commit/cda815dc232b23f433a20782acda2f5e161ed99b,2022-10-03 18:13:54,2,,,,,
https://github.com/pytorch/pytorch/commit/bd32f9a833c911a7acaddcafba48806c1b94f6d0,2022-10-03 9:52:26,2,,,,,
https://github.com/pytorch/pytorch/commit/dcac4dd58edefb6951a60266e53d8767dc9be002,2022-10-02 23:29:08,2,,,,,
https://github.com/pytorch/pytorch/commit/7ddf167ba5db277e02f983a6bde2bc3f5fbe1caa,2022-09-30 14:30:06,2,,,,,
https://github.com/pytorch/pytorch/commit/eb650abc2c38f9f2f0e45f13877a4a57b8825cca,2022-09-30 12:53:16,2,,,,,
https://github.com/pytorch/pytorch/commit/fe87ae692f813934d1a74d000fd1e3b546c27ae2,2022-09-29 14:36:36,2,,,,,
https://github.com/pytorch/pytorch/commit/1e4c88518c5cf9b41b8a652ae2ed1eef6ce6f000,2022-09-23 13:22:15,2,,,,,
https://github.com/pytorch/pytorch/commit/05d0eb2aee495b6caf3de9b756fa0ceca8f1f67b,2022-09-23 0:48:01,2,,,,,
https://github.com/pytorch/pytorch/commit/05ff3f896053bbf152a8add7dfaa381af847b500,2022-09-16 20:11:05,2,,,,,
https://github.com/pytorch/pytorch/commit/52a2b612035e081626ff6f23eec87782bde6643c,2022-09-15 17:48:28,2,,,,,
https://github.com/pytorch/pytorch/commit/ddc56732ae30a3290a577e9694e037e108a3fff3,2022-09-09 22:45:35,2,,,,,
https://github.com/pytorch/pytorch/commit/1dabb51a16eb6cf81475efecb1d39c4683af50fb,2022-09-09 17:21:03,2,,,,,
https://github.com/pytorch/pytorch/commit/335033f7182bf421d203d5eeaad598fa1102933f,2022-09-08 13:00:45,2,,,,,
https://github.com/pytorch/pytorch/commit/00e0228050739dd33335cc2a8663c9759ba2f144,2022-09-06 20:53:46,2,,,,,
https://github.com/pytorch/pytorch/commit/f125bd2cbb8301c12685957ace573c301e1056e2,2022-09-06 11:00:52,2,,,,,
https://github.com/pytorch/pytorch/commit/5ffda02388f1a1a3c83d8e6676ec1c7019c5ecd1,2022-09-02 16:14:42,2,,,,,
https://github.com/pytorch/pytorch/commit/a563a4880fe577e986b63a288bb8bf00a1fb7618,2022-09-01 18:32:55,2,,,,,
https://github.com/pytorch/pytorch/commit/e0f0c8e7b9acf6b821956acadbe79aaa0f6f0237,2022-08-26 17:02:43,2,,,,,
https://github.com/pytorch/pytorch/commit/61b9d8fccd3361f21e1f3548c2a9538b62cc7525,2022-08-26 16:03:24,2,,,,,
https://github.com/pytorch/pytorch/commit/a08911400edb62c9caa0c94d1ce176cf8cb29765,2022-08-26 11:45:47,2,,,,,
https://github.com/pytorch/pytorch/commit/993d8bb77e1ce79940705b1c7667dc9276f449df,2022-08-26 1:45:59,2,,,,,
https://github.com/pytorch/pytorch/commit/562a021cf3c6468c1f86e34c5d46accf2aac8eab,2022-08-25 17:13:09,2,,,,,
https://github.com/pytorch/pytorch/commit/63cbdc92a750a667ffdcfbdac563d02db6fd9559,2022-08-25 4:28:40,2,,,,,
https://github.com/pytorch/pytorch/commit/4e90526a4f03d1950e8db6e8722cce8e0fb4a5f5,2022-08-22 22:38:23,2,,,,,
https://github.com/pytorch/pytorch/commit/8e074f455720245c733bb0f3417a21c9fd5a73c7,2022-08-22 21:50:29,2,,,,,
https://github.com/pytorch/pytorch/commit/5a1f6d50a9a4059315c5530703e5dc9e38229715,2022-08-20 4:14:00,2,,,,,
https://github.com/pytorch/pytorch/commit/329deb9757469340379efe3edb09b7dac814a4e7,2022-08-19 19:30:54,2,,,,,
https://github.com/pytorch/pytorch/commit/30af17cea7e983b9e60354e05f7dcc2688183073,2022-08-17 13:45:38,2,,,,,
https://github.com/pytorch/pytorch/commit/568c6fb9a595c45c2066f640e42dfb4e93d8f7fb,2022-08-11 20:54:11,2,,,,,
https://github.com/pytorch/pytorch/commit/5b51849b48a7dbccd297286cc0110def4706f9e7,2022-08-06 13:47:20,2,,,,,
https://github.com/pytorch/pytorch/commit/7520f8758e4826ca66aa8dcf58f25c6730568c1f,2022-08-05 12:19:59,2,,,,,
https://github.com/pytorch/pytorch/commit/e3dd4242657232d4b404465f2df848050cd7f088,2022-08-04 16:30:35,2,,,,,
https://github.com/pytorch/pytorch/commit/95c3e2370a9cf03c55b3ce2d97f46231ed7264c8,2022-08-02 13:44:06,2,,,,,
https://github.com/pytorch/pytorch/commit/b8c1aa813c8b6647cea24929355555d6ab92159c,2022-08-01 19:44:39,2,,,,,
https://github.com/pytorch/pytorch/commit/c041b2f158b437850a516095b8fbb11a805f96a9,2022-08-01 18:09:16,2,,,,,
https://github.com/pytorch/pytorch/commit/6592259ea52f45e1fc9a633ccb5b154ba5099334,2022-08-01 5:28:44,2,,,,,
https://github.com/pytorch/pytorch/commit/925ebbe21584e037b2eb1a83cb0600f1020e9202,2022-07-28 11:49:49,2,,,,,
https://github.com/pytorch/pytorch/commit/2d5318434e8e4c740448590cf1813df957e69607,2022-07-27 16:39:37,2,,,,,
https://github.com/pytorch/pytorch/commit/b82f2c6159e637491fa89909cac7d2434d368d6f,2022-07-27 16:19:20,2,,,,,
https://github.com/pytorch/pytorch/commit/e0faa02fe7ae715abd7b44c0edd5e00dca7775a2,2022-07-27 13:05:48,2,,,,,
https://github.com/pytorch/pytorch/commit/52aae5aa1991cab99b5cca39976a16648c533757,2022-07-27 8:48:38,2,,,,,
https://github.com/pytorch/pytorch/commit/dae51b55ffb7409abf39a940d39e5e7fe7f0d572,2022-07-26 15:08:45,2,,,,,
https://github.com/pytorch/pytorch/commit/0c8a1c4d85dd959ad22dd5c3d2ece144155e3c28,2022-07-25 18:17:51,2,,,,,
https://github.com/pytorch/pytorch/commit/523767797431b7c3b967b04bab7b920031b7d190,2022-07-25 11:44:32,2,,,,,
https://github.com/pytorch/pytorch/commit/75aab6540e24e05f52dd8f69aca9674dc1eb9a2c,2022-07-22 17:00:29,2,,,,,
https://github.com/pytorch/pytorch/commit/d28e667159936dee8972d63e3676268832f36507,2022-07-21 21:55:42,2,,,,,
https://github.com/pytorch/pytorch/commit/75fdebde6290e2955129e665c2b0d99c391542a7,2022-07-14 22:47:15,2,,,,,
https://github.com/pytorch/pytorch/commit/6f6e47aba4813ad67a40deba9be4ee1ec71a1b65,2022-07-14 2:22:40,2,,,,,
https://github.com/pytorch/pytorch/commit/7ce92d7fac4da60bec6f0ab74eb911f2a8587210,2022-07-13 14:47:51,2,,,,,
https://github.com/pytorch/pytorch/commit/65a768f64799a6ef172443b1cd8d63583df120a3,2022-07-08 11:42:21,2,,,,,
https://github.com/pytorch/pytorch/commit/e08026d4d41aa731b56d73edf19054d0b91c3546,2022-07-06 19:39:59,2,,,,,
https://github.com/pytorch/pytorch/commit/cb630c775e9e7ce165cb9e832efe0ef9d7be477f,2022-07-06 17:02:04,2,,,,,
https://github.com/pytorch/pytorch/commit/1d4dbdcefe55c8cbee1aaca960f9b5568dd66b6c,2022-07-06 16:28:35,2,,,,,
https://github.com/pytorch/pytorch/commit/9d20af50608b146fe1c3296210a05cd8e4c60af2,2022-07-06 14:08:49,2,,,,,
https://github.com/pytorch/pytorch/commit/b349d159077bc2c4207c9a97f889dc2c572f6928,2022-07-05 22:35:46,2,,,,,
https://github.com/pytorch/pytorch/commit/4a1309035e4a1637b1e5957ea7aa96512431cf9e,2022-06-29 19:03:23,2,,,,,
https://github.com/pytorch/pytorch/commit/ee0e836189521c4b16734f60febf749e9f4c2f18,2022-06-25 6:47:05,2,,,,,
https://github.com/pytorch/pytorch/commit/a47cc18254ade6dee1fe4a3c4eb5aca7ba40c77c,2022-06-24 13:44:31,2,,,,,
